source,target
XDH,HSPA8
SLC12A3,HSPA8
SNAP25,HSPA8
KCND3,HSPA8
MTR,TUBB
RELA,TUBB
ADRB2,TUBB
EPHB4,TUBB
ATF2,TUBB
MAPT,TUBB
LCK,TUBB
ERBB2,TUBB
NISCH,TUBB
SUCLA2,TUBB
TFPI,TUBB
ATIC,TUBB
NME2,TUBB
SHMT2,TUBB
SLC1A3,TUBB
HPSE,TUBB
LIG3,TUBB
ASPH,TUBB
ATP5D,TUBB
MPG,TUBB
MPO,TUBB
ALDH3A2,TUBB
DLAT,TUBB
ALB,TUBB
PEBP1,TUBB
EIF2AK2,TUBB
NFKB1,TUBB
ALDH9A1,TUBB
SERPINB2,TUBB
HPRT1,TUBB
TGM1,TUBB
AMPD1,TUBB
CYP2C8,TUBB
PDXK,TUBB
CBS,TUBB
NME1,TUBB
PRKCI,TUBB
PLOD3,TUBB
KCNH2,TUBB
PRKCZ,TUBB
CKB,TUBB
NDUFA4,TUBB
F7,TUBB
TF,TUBB
DLD,TUBB
MCCC2,TUBB
F8,TUBB
MAT2A,TUBB
SLC16A1,TUBB
GLO1,TUBB
GGH,TUBB
MMP2,TUBB
AK2,TUBB
APRT,TUBB
BLVRB,TUBB
YARS,TUBB
VCAM1,TUBB
PNP,TUBB
SRM,TUBB
NQO1,TUBB
TYMS,TUBB
DNMT1,TUBB
CYCS,TUBB
S100A7,TUBB
SARS,TUBB
APOE,TUBB
ITGA4,TUBB
PTGES3,TUBB
YES1,TUBB
TOP2A,TUBB
SLC2A1,TUBB
NDUFS1,TUBB
NDUFS3,TUBB
MAP4,TUBB
HMGB1,TUBB
ASNS,TUBB
PGK1,TUBB
TKT,TUBB
KRT8,TUBB
PSMB1,TUBB
PSMB5,TUBB
TUBB1,TUBB
HSP90B1,TUBB
SDHA,TUBB
KARS,TUBB
HSD17B4,TUBB
FASN,TUBB
HSPA8,TUBB
TUBA4A,TUBB
HSP90AA1,TUBB
GMPS,TUBB
IMPDH2,TUBB
IARS,TUBB
MARS,TUBB
TOP1,TUBB
PARP1,TUBB
ANXA1,TUBB
ANXA2,TUBB
ACAT1,TUBB
HSD17B10,TUBB
GSTP1,TUBB
PPIA,TUBB
PRDX1,TUBB
PKM,TUBB
LDHB,TUBB
TGM2,TUBB
ITGAV,TUBB
ALDH1B1,TUBB
SLC25A1,TUBB
NDUFA5,TUBB
DDR1,TUBB
NQO2,TUBB
IDS,TUBB
PDPK1,TUBB
APOB,TUBB
MET,TUBB
HDAC6,TUBB
CAMK2G,TUBB
PRKCA,TUBB
CDK2,TUBB
TUBA1A,TUBB
TUBG1,TUBB
CSK,TUBB
UMPS,TUBB
NFKB2,TUBB
RXRB,TUBB
HDAC1,TUBB
HDAC2,TUBB
AARS,TUBB
VARS,TUBB
GART,TUBB
PLOD1,TUBB
ATP1A2,TUBB
CAT,TUBB
CPT1A,TUBB
ADRBK1,TUBB
NOMO1,TUBB
ALDH2,TUBB
IKBKB,TUBB
ATP1A1,TUBB
AFG3L2,TUBB
SLC1A5,TUBB
PCCB,TUBB
MCCC1,TUBB
PCCA,TUBB
ESR1,TUBB
GSTM3,TUBB
GSTM1,TUBB
CBR1,TUBB
CHUK,TUBB
COX17,TUBB
NDUFS7,TUBB
ATP1B3,TUBB
EPHX1,TUBB
HM13,TUBB
PGRMC1,TUBB
CPT2,TUBB
SLC25A18,TUBB
SLC25A22,TUBB
P4HA1,TUBB
ABAT,TUBB
PCK2,TUBB
KYNU,TUBB
PKLR,TUBB
FKBP1A,TUBB
GLS,TUBB
PPIF,TUBB
JAK1,TUBB
MTOR,TUBB
MAPK7,TUBB
CCND1,TUBB
EPHA2,TUBB
MAP2K2,TUBB
CANX,TUBB
CALR,TUBB
STAT5B,TUBB
RAC1,TUBB
GPRC5A,TUBB
PRKAB1,TUBB
MAPK14,TUBB
MAPK8,TUBB
GSK3B,TUBB
PRKCD,TUBB
MAPK1,TUBB
EGFR,TUBB
CALM1,TUBB
AKT1,TUBB
P4HA2,TUBB
GUK1,TUBB
CALB1,TUBB
CKM,TUBB
CKMT1A,TUBB
SLC5A3,TUBB
JUN,TUBB
SLC25A10,TUBB
PGD,TUBB
ARG1,TUBB
ABL1,TUBB
SERPINE1,TUBB
COL1A1,TUBB
MAP2,TUBB
HTR7,TUBB
MME,TUBB
DHRS4,TUBB
HDAC5,TUBB
CDKN1A,TUBB
PPARG,TUBB
A2M,TUBB
SCARB1,TUBB
FOLR1,TUBB
SERPINA1,TUBB
LEPRE1,TUBB
SNAP25,TUBB
TXNRD1,TUBB
BTK,TUBA4A
FYN,TUBA4A
MAPT,TUBA4A
B2M,TUBA4A
ERBB2,TUBA4A
NISCH,TUBA4A
AASS,TUBA4A
NDUFS2,TUBA4A
SHMT2,TUBA4A
SLC1A3,TUBA4A
ASPH,TUBA4A
ATP5D,TUBA4A
ALDH3A2,TUBA4A
DLAT,TUBA4A
ALB,TUBA4A
PEBP1,TUBA4A
EIF2AK2,TUBA4A
NFKB1,TUBA4A
ALDH9A1,TUBA4A
SERPINB2,TUBA4A
HPRT1,TUBA4A
TGM1,TUBA4A
AMPD1,TUBA4A
CYP2C8,TUBA4A
PDXK,TUBA4A
CBS,TUBA4A
NME1,TUBA4A
PRKCI,TUBA4A
PLOD3,TUBA4A
KCNH2,TUBA4A
PRKCZ,TUBA4A
CKB,TUBA4A
NDUFA4,TUBA4A
F7,TUBA4A
TF,TUBA4A
DLD,TUBA4A
MCCC2,TUBA4A
F8,TUBA4A
MAT2A,TUBA4A
SLC16A1,TUBA4A
GLO1,TUBA4A
GGH,TUBA4A
MMP2,TUBA4A
SARS,TUBA4A
YES1,TUBA4A
TOP2A,TUBA4A
NDUFS1,TUBA4A
NDUFS3,TUBA4A
MAP4,TUBA4A
HMGB1,TUBA4A
PGK1,TUBA4A
TKT,TUBA4A
KRT8,TUBA4A
PSMB1,TUBA4A
PSMB5,TUBA4A
TUBB1,TUBA4A
HSP90B1,TUBA4A
SDHA,TUBA4A
KARS,TUBA4A
HSD17B4,TUBA4A
FASN,TUBA4A
HSPA8,TUBA4A
TUBB,TUBA4A
HSP90AA1,TUBA4A
GMPS,TUBA4A
IMPDH2,TUBA4A
IARS,TUBA4A
MARS,TUBA4A
TOP1,TUBA4A
PARP1,TUBA4A
ANXA1,TUBA4A
ANXA2,TUBA4A
ACAT1,TUBA4A
HSD17B10,TUBA4A
GSTP1,TUBA4A
PPIA,TUBA4A
PRDX1,TUBA4A
PKM,TUBA4A
LDHB,TUBA4A
ALDH1B1,TUBA4A
SLC25A1,TUBA4A
NDUFA5,TUBA4A
DDR1,TUBA4A
NQO2,TUBA4A
IDS,TUBA4A
PDPK1,TUBA4A
APOB,TUBA4A
MET,TUBA4A
HDAC6,TUBA4A
CAMK2G,TUBA4A
PRKCA,TUBA4A
TUBA1A,TUBA4A
TUBG1,TUBA4A
CSK,TUBA4A
UMPS,TUBA4A
NFKB2,TUBA4A
RXRB,TUBA4A
HDAC1,TUBA4A
HDAC2,TUBA4A
GART,TUBA4A
PLOD1,TUBA4A
ATP1A2,TUBA4A
CAT,TUBA4A
CPT1A,TUBA4A
ALDH2,TUBA4A
RRM1,TUBA4A
ATP1A1,TUBA4A
AFG3L2,TUBA4A
ARSB,TUBA4A
GSTM3,TUBA4A
GSTM1,TUBA4A
CBR1,TUBA4A
PDE4D,TUBA4A
CHUK,TUBA4A
IDH3A,TUBA4A
P4HA1,TUBA4A
RAF1,TUBA4A
BCR,TUBA4A
LYN,TUBA4A
PLA2G4A,TUBA4A
MAP2K2,TUBA4A
CANX,TUBA4A
CALR,TUBA4A
CPNE1,TUBA4A
RAC1,TUBA4A
GPRC5A,TUBA4A
PRKAB1,TUBA4A
MAPK14,TUBA4A
MAPK8,TUBA4A
GSK3B,TUBA4A
PRKCD,TUBA4A
MAPK1,TUBA4A
EGFR,TUBA4A
CALM1,TUBA4A
GUK1,TUBA4A
CALB1,TUBA4A
CKM,TUBA4A
CKMT1A,TUBA4A
SLC5A3,TUBA4A
ABCA1,TUBA4A
NPC1L1,TUBA4A
TPH1,TUBA4A
CACNA1G,TUBA4A
GABRR1,TUBA4A
ABCB1,TUBA4A
IL1B,TUBA4A
NPR1,TUBA4A
ITGAL,TUBA4A
SUCLG2,TUBA4A
PML,TUBA4A
SUCLG1,TUBA4A
JUN,TUBA4A
SLC25A10,TUBA4A
PGD,TUBA4A
ARG1,TUBA4A
HTR7,TUBA4A
DHRS4,TUBA4A
XDH,TUBA4A
LEPRE1,TUBA4A
TXNRD1,TUBA4A
ITGB3,HSP90AA1
NUAK2,HSP90AA1
CSF1R,HSP90AA1
FLT3,HSP90AA1
MTR,HSP90AA1
BCL2,HSP90AA1
APAF1,HSP90AA1
DHFR,HSP90AA1
MAPK4,HSP90AA1
PPARA,HSP90AA1
ATF3,HSP90AA1
RELA,HSP90AA1
RALBP1,HSP90AA1
ACVRL1,HSP90AA1
NOS3,HSP90AA1
ABL2,HSP90AA1
NEK11,HSP90AA1
LIMK1,HSP90AA1
NTRK1,HSP90AA1
TYK2,HSP90AA1
HCK,HSP90AA1
PRKCQ,HSP90AA1
JAK2,HSP90AA1
BRAF,HSP90AA1
MAP3K2,HSP90AA1
BTK,HSP90AA1
FGFR1,HSP90AA1
ATF2,HSP90AA1
FYN,HSP90AA1
SRC,HSP90AA1
FGR,HSP90AA1
MAPK15,HSP90AA1
FRK,HSP90AA1
PTK6,HSP90AA1
FGF1,HSP90AA1
FGF4,HSP90AA1
FGF19,HSP90AA1
FGF2,HSP90AA1
FCGR1A,HSP90AA1
FGFR2,HSP90AA1
FGFR4,HSP90AA1
FGFR3,HSP90AA1
ITK,HSP90AA1
PDGFRB,HSP90AA1
KDR,HSP90AA1
VEGFA,HSP90AA1
B2M,HSP90AA1
LCK,HSP90AA1
ERBB2,HSP90AA1
NISCH,HSP90AA1
PRKCE,HSP90AA1
PRKCG,HSP90AA1
FLT4,HSP90AA1
NTRK2,HSP90AA1
ALK,HSP90AA1
SUCLA2,HSP90AA1
ATIC,HSP90AA1
NME2,HSP90AA1
SHMT2,HSP90AA1
ASPH,HSP90AA1
ATP5D,HSP90AA1
ALDH3A2,HSP90AA1
DLAT,HSP90AA1
ALB,HSP90AA1
PEBP1,HSP90AA1
EIF2AK2,HSP90AA1
NFKB1,HSP90AA1
ALDH9A1,HSP90AA1
SERPINB2,HSP90AA1
HPRT1,HSP90AA1
TGM1,HSP90AA1
AMPD1,HSP90AA1
CYP2C8,HSP90AA1
PDXK,HSP90AA1
CBS,HSP90AA1
NME1,HSP90AA1
PRKCI,HSP90AA1
PLOD3,HSP90AA1
KCNH2,HSP90AA1
PRKCZ,HSP90AA1
CKB,HSP90AA1
NDUFA4,HSP90AA1
F7,HSP90AA1
TF,HSP90AA1
DLD,HSP90AA1
MCCC2,HSP90AA1
F8,HSP90AA1
MAT2A,HSP90AA1
SLC16A1,HSP90AA1
MMP2,HSP90AA1
AK2,HSP90AA1
APRT,HSP90AA1
BLVRB,HSP90AA1
YARS,HSP90AA1
VCAM1,HSP90AA1
PNP,HSP90AA1
SRM,HSP90AA1
NQO1,HSP90AA1
TYMS,HSP90AA1
DNMT1,HSP90AA1
CYCS,HSP90AA1
S100A7,HSP90AA1
SARS,HSP90AA1
APOE,HSP90AA1
ITGA4,HSP90AA1
PTGES3,HSP90AA1
YES1,HSP90AA1
TOP2A,HSP90AA1
SLC2A1,HSP90AA1
NDUFS1,HSP90AA1
NDUFS3,HSP90AA1
MAP4,HSP90AA1
HMGB1,HSP90AA1
ASNS,HSP90AA1
PGK1,HSP90AA1
TKT,HSP90AA1
KRT8,HSP90AA1
PSMB1,HSP90AA1
PSMB5,HSP90AA1
TUBB1,HSP90AA1
HSP90B1,HSP90AA1
SDHA,HSP90AA1
KARS,HSP90AA1
HSD17B4,HSP90AA1
FASN,HSP90AA1
HSPA8,HSP90AA1
TUBB,HSP90AA1
TUBA4A,HSP90AA1
GMPS,HSP90AA1
IMPDH2,HSP90AA1
IARS,HSP90AA1
MARS,HSP90AA1
TOP1,HSP90AA1
PARP1,HSP90AA1
ANXA1,HSP90AA1
ANXA2,HSP90AA1
ACAT1,HSP90AA1
HSD17B10,HSP90AA1
GSTP1,HSP90AA1
PPIA,HSP90AA1
PRDX1,HSP90AA1
PKM,HSP90AA1
LDHB,HSP90AA1
TGM2,HSP90AA1
ITGAV,HSP90AA1
PRKCB,HSP90AA1
ALDH1B1,HSP90AA1
SLC25A1,HSP90AA1
NDUFA5,HSP90AA1
DDR1,HSP90AA1
NQO2,HSP90AA1
IDS,HSP90AA1
PDPK1,HSP90AA1
APOB,HSP90AA1
MET,HSP90AA1
HDAC6,HSP90AA1
CAMK2G,HSP90AA1
PRKCA,HSP90AA1
CDK2,HSP90AA1
TUBA1A,HSP90AA1
TUBG1,HSP90AA1
CSK,HSP90AA1
UMPS,HSP90AA1
NFKB2,HSP90AA1
RXRB,HSP90AA1
HDAC1,HSP90AA1
HDAC2,HSP90AA1
AARS,HSP90AA1
VARS,HSP90AA1
GART,HSP90AA1
PLOD1,HSP90AA1
ATP1A2,HSP90AA1
CAT,HSP90AA1
CPT1A,HSP90AA1
ATP1A4,HSP90AA1
ALAD,HSP90AA1
ATP4A,HSP90AA1
ADRBK1,HSP90AA1
ADRBK2,HSP90AA1
OGDH,HSP90AA1
ADK,HSP90AA1
SLC7A5,HSP90AA1
NOMO1,HSP90AA1
ALDH2,HSP90AA1
IKBKB,HSP90AA1
RRM1,HSP90AA1
ATP1A1,HSP90AA1
AFG3L2,HSP90AA1
SLC1A5,HSP90AA1
PCCB,HSP90AA1
MCCC1,HSP90AA1
PCCA,HSP90AA1
ESR1,HSP90AA1
GSTM1,HSP90AA1
CHUK,HSP90AA1
COX17,HSP90AA1
NDUFS7,HSP90AA1
ATP1B3,HSP90AA1
EPHX1,HSP90AA1
HM13,HSP90AA1
PGRMC1,HSP90AA1
CPT2,HSP90AA1
SLC25A18,HSP90AA1
SLC39A7,HSP90AA1
SLC25A22,HSP90AA1
RAF1,HSP90AA1
BCR,HSP90AA1
ABAT,HSP90AA1
PCK2,HSP90AA1
KYNU,HSP90AA1
PKLR,HSP90AA1
FKBP1A,HSP90AA1
GLS,HSP90AA1
PPIF,HSP90AA1
JAK1,HSP90AA1
LYN,HSP90AA1
MAPK7,HSP90AA1
CCND1,HSP90AA1
EPHA2,HSP90AA1
MAP2K2,HSP90AA1
CANX,HSP90AA1
CALR,HSP90AA1
STAT5B,HSP90AA1
RAC1,HSP90AA1
GPRC5A,HSP90AA1
PRKAB1,HSP90AA1
MAPK14,HSP90AA1
MAPK8,HSP90AA1
GSK3B,HSP90AA1
PRKCD,HSP90AA1
MAPK1,HSP90AA1
EGFR,HSP90AA1
CALM1,HSP90AA1
AKT1,HSP90AA1
NADSYN1,HSP90AA1
CPS1,HSP90AA1
P4HA2,HSP90AA1
ESR2,HSP90AA1
GUK1,HSP90AA1
CALB1,HSP90AA1
CKM,HSP90AA1
CKMT1A,HSP90AA1
SLC5A3,HSP90AA1
PML,HSP90AA1
JUN,HSP90AA1
SLC25A10,HSP90AA1
PGD,HSP90AA1
ARG1,HSP90AA1
ABL1,HSP90AA1
SERPINE1,HSP90AA1
COL1A1,HSP90AA1
SCN3A,HSP90AA1
MAP2,HSP90AA1
HTR7,HSP90AA1
MME,HSP90AA1
HIF1A,HSP90AA1
TYMP,HSP90AA1
CKS1B,HSP90AA1
NOS2,HSP90AA1
CFTR,HSP90AA1
SLC2A4,HSP90AA1
MAP2K1,HSP90AA1
HDAC5,HSP90AA1
HDAC8,HSP90AA1
AHR,HSP90AA1
AR,HSP90AA1
NR3C1,HSP90AA1
PGR,HSP90AA1
NR1I2,HSP90AA1
NR1I3,HSP90AA1
PPARD,HSP90AA1
NR3C2,HSP90AA1
CDKN1A,HSP90AA1
LEPRE1,HSP90AA1
TERT,HSP90AA1
RET,HSP90AA1
GUCY1A2,HSP90AA1
GUCY1B3,HSP90AA1
NOS1,HSP90AA1
SLC12A3,HSP90AA1
LRP1,HSP90AA1
CDK15,HSP90AA1
GUCY1A3,HSP90AA1
GUCY1B2,HSP90AA1
PPAT,GMPS
SHMT2,GMPS
ALDH3A2,GMPS
DLAT,GMPS
ALB,GMPS
NFKB1,GMPS
ALDH9A1,GMPS
AMPD1,GMPS
CYP2C8,GMPS
PDXK,GMPS
NME1,GMPS
PRKCI,GMPS
PLOD3,GMPS
KCNH2,GMPS
CKB,GMPS
NDUFA4,GMPS
DLD,GMPS
MCCC2,GMPS
F8,GMPS
MAT2A,GMPS
SLC16A1,GMPS
GLO1,GMPS
GGH,GMPS
MMP2,GMPS
APRT,GMPS
BLVRB,GMPS
YARS,GMPS
VCAM1,GMPS
PNP,GMPS
SRM,GMPS
NQO1,GMPS
TYMS,GMPS
DNMT1,GMPS
CYCS,GMPS
SARS,GMPS
ITGA4,GMPS
PTGES3,GMPS
YES1,GMPS
TOP2A,GMPS
SLC2A1,GMPS
NDUFS1,GMPS
NDUFS3,GMPS
MAP4,GMPS
HMGB1,GMPS
ASNS,GMPS
PGK1,GMPS
TKT,GMPS
KRT8,GMPS
PSMB1,GMPS
PSMB5,GMPS
TUBB1,GMPS
HSP90B1,GMPS
SDHA,GMPS
KARS,GMPS
FASN,GMPS
HSPA8,GMPS
TUBB,GMPS
TUBA4A,GMPS
HSP90AA1,GMPS
IMPDH2,GMPS
IARS,GMPS
MARS,GMPS
TOP1,GMPS
PARP1,GMPS
ANXA1,GMPS
ANXA2,GMPS
ACAT1,GMPS
HSD17B10,GMPS
GSTP1,GMPS
PPIA,GMPS
PRDX1,GMPS
PKM,GMPS
LDHB,GMPS
AKR1C1,GMPS
GSTO1,GMPS
NDUFV2,GMPS
TGM2,GMPS
TK1,GMPS
NDUFA9,GMPS
ITGAV,GMPS
COMT,GMPS
PRKCB,GMPS
ALDH1B1,GMPS
SLC25A1,GMPS
NDUFA5,GMPS
CDK2,GMPS
TUBG1,GMPS
UMPS,GMPS
NFKB2,GMPS
RXRB,GMPS
HDAC1,GMPS
HDAC2,GMPS
AARS,GMPS
VARS,GMPS
GART,GMPS
PLOD1,GMPS
ATP1A2,GMPS
CAT,GMPS
CPT1A,GMPS
ATP1A4,GMPS
ALAD,GMPS
ATP4A,GMPS
ADRBK1,GMPS
ADRBK2,GMPS
OGDH,GMPS
ADK,GMPS
SLC7A5,GMPS
NOMO1,GMPS
ALDH2,GMPS
IKBKB,GMPS
RRM1,GMPS
ATP1A1,GMPS
AFG3L2,GMPS
SLC1A5,GMPS
CBR1,GMPS
IDH3A,GMPS
CANX,GMPS
CPNE1,GMPS
STAT5B,GMPS
RAC1,GMPS
PRKAB1,GMPS
PRKCD,GMPS
MAPK1,GMPS
GPT2,GMPS
WARS,GMPS
LTA4H,GMPS
ALDH7A1,GMPS
IMPDH1,IMPDH2
ATF2,IMPDH2
MAPK10,IMPDH2
TFPI,IMPDH2
NME2,IMPDH2
SHMT2,IMPDH2
SLC1A3,IMPDH2
LIG3,IMPDH2
ASPH,IMPDH2
ATP5D,IMPDH2
MPG,IMPDH2
ALDH3A2,IMPDH2
DLAT,IMPDH2
ALB,IMPDH2
PEBP1,IMPDH2
EIF2AK2,IMPDH2
NFKB1,IMPDH2
ALDH9A1,IMPDH2
SERPINB2,IMPDH2
HPRT1,IMPDH2
TGM1,IMPDH2
AMPD1,IMPDH2
CYP2C8,IMPDH2
PDXK,IMPDH2
NME1,IMPDH2
PRKCI,IMPDH2
PLOD3,IMPDH2
CKB,IMPDH2
NDUFA4,IMPDH2
F7,IMPDH2
TF,IMPDH2
DLD,IMPDH2
MCCC2,IMPDH2
MAT2A,IMPDH2
SLC16A1,IMPDH2
ITGA4,IMPDH2
PTGES3,IMPDH2
YES1,IMPDH2
SLC2A1,IMPDH2
NDUFS1,IMPDH2
NDUFS3,IMPDH2
MAP4,IMPDH2
HMGB1,IMPDH2
PGK1,IMPDH2
TKT,IMPDH2
KRT8,IMPDH2
PSMB1,IMPDH2
PSMB5,IMPDH2
TUBB1,IMPDH2
HSP90B1,IMPDH2
SDHA,IMPDH2
KARS,IMPDH2
HSD17B4,IMPDH2
FASN,IMPDH2
HSPA8,IMPDH2
TUBB,IMPDH2
TUBA4A,IMPDH2
HSP90AA1,IMPDH2
GMPS,IMPDH2
IARS,IMPDH2
MARS,IMPDH2
TOP1,IMPDH2
PARP1,IMPDH2
ANXA1,IMPDH2
ANXA2,IMPDH2
ACAT1,IMPDH2
HSD17B10,IMPDH2
GSTP1,IMPDH2
PPIA,IMPDH2
PRDX1,IMPDH2
PKM,IMPDH2
LDHB,IMPDH2
AKR1C1,IMPDH2
GSTO1,IMPDH2
NDUFV2,IMPDH2
TGM2,IMPDH2
TK1,IMPDH2
NDUFA9,IMPDH2
ITGAV,IMPDH2
COMT,IMPDH2
PRKCB,IMPDH2
ALDH1B1,IMPDH2
SLC25A1,IMPDH2
NDUFA5,IMPDH2
CDK2,IMPDH2
TUBA1A,IMPDH2
HDAC1,IMPDH2
HDAC2,IMPDH2
AARS,IMPDH2
VARS,IMPDH2
GART,IMPDH2
PLOD1,IMPDH2
ATP1A2,IMPDH2
CAT,IMPDH2
CPT1A,IMPDH2
ATP1A4,IMPDH2
ALAD,IMPDH2
ATP4A,IMPDH2
ADRBK1,IMPDH2
ADRBK2,IMPDH2
OGDH,IMPDH2
ADK,IMPDH2
SLC7A5,IMPDH2
NOMO1,IMPDH2
ALDH2,IMPDH2
IKBKB,IMPDH2
RRM1,IMPDH2
ATP1A1,IMPDH2
AFG3L2,IMPDH2
SLC1A5,IMPDH2
GSTM3,IMPDH2
GSTM1,IMPDH2
CBR1,IMPDH2
COX17,IMPDH2
NDUFS7,IMPDH2
ATP1B3,IMPDH2
EPHX1,IMPDH2
HM13,IMPDH2
PGRMC1,IMPDH2
CPT2,IMPDH2
SLC25A18,IMPDH2
SLC39A7,IMPDH2
SLC25A22,IMPDH2
MAP2K2,IMPDH2
CANX,IMPDH2
CALR,IMPDH2
CPNE1,IMPDH2
RAC1,IMPDH2
PRKCD,IMPDH2
MAPK1,IMPDH2
EGFR,IMPDH2
CALM1,IMPDH2
AKT1,IMPDH2
POLB,IMPDH2
SLC25A10,IMPDH2
PGD,IMPDH2
ARG1,IMPDH2
NDUFA10,IMPDH2
FAAH,IMPDH2
MME,IMPDH2
DHRS4,IMPDH2
CKS1B,IMPDH2
HDAC5,IMPDH2
CDKN1A,IMPDH2
FOLR1,IMPDH2
TFPI,IARS
ATIC,IARS
NME2,IARS
SHMT2,IARS
SLC1A3,IARS
HPSE,IARS
LIG3,IARS
ASPH,IARS
ATP5D,IARS
MPG,IARS
MPO,IARS
ALDH3A2,IARS
DLAT,IARS
ALB,IARS
EIF2AK2,IARS
NFKB1,IARS
HPRT1,IARS
AMPD1,IARS
PDXK,IARS
CBS,IARS
NME1,IARS
PRKCI,IARS
KCNH2,IARS
PRKCZ,IARS
CKB,IARS
NDUFA4,IARS
MAT2A,IARS
SLC16A1,IARS
GLO1,IARS
GGH,IARS
MMP2,IARS
AK2,IARS
APRT,IARS
BLVRB,IARS
YARS,IARS
VCAM1,IARS
PNP,IARS
SRM,IARS
NQO1,IARS
TYMS,IARS
DNMT1,IARS
CYCS,IARS
S100A7,IARS
SARS,IARS
APOE,IARS
ITGA4,IARS
PTGES3,IARS
YES1,IARS
TOP2A,IARS
SLC2A1,IARS
NDUFS1,IARS
NDUFS3,IARS
MAP4,IARS
HMGB1,IARS
ASNS,IARS
KRT8,IARS
PSMB1,IARS
TUBB1,IARS
HSP90B1,IARS
SDHA,IARS
KARS,IARS
HSD17B4,IARS
FASN,IARS
HSPA8,IARS
TUBB,IARS
TUBA4A,IARS
HSP90AA1,IARS
GMPS,IARS
IMPDH2,IARS
MARS,IARS
TOP1,IARS
PARP1,IARS
ANXA1,IARS
ANXA2,IARS
ACAT1,IARS
HSD17B10,IARS
GSTP1,IARS
PPIA,IARS
PRDX1,IARS
PKM,IARS
LDHB,IARS
ALDH1B1,IARS
SLC25A1,IARS
NDUFA5,IARS
DDR1,IARS
NQO2,IARS
IDS,IARS
PDPK1,IARS
APOB,IARS
MET,IARS
HDAC6,IARS
CAMK2G,IARS
PRKCA,IARS
CDK2,IARS
TUBA1A,IARS
NFKB2,IARS
RXRB,IARS
HDAC1,IARS
AARS,IARS
VARS,IARS
GART,IARS
PLOD1,IARS
ATP1A2,IARS
CAT,IARS
CPT1A,IARS
ATP1A4,IARS
ALAD,IARS
ATP4A,IARS
ADRBK1,IARS
ADRBK2,IARS
OGDH,IARS
ADK,IARS
SLC7A5,IARS
NOMO1,IARS
ALDH2,IARS
IKBKB,IARS
RRM1,IARS
ATP1A1,IARS
AFG3L2,IARS
SLC1A5,IARS
PCCB,IARS
PCCA,IARS
COX17,IARS
NDUFS7,IARS
ATP1B3,IARS
EPHX1,IARS
HM13,IARS
PGRMC1,IARS
CPT2,IARS
SLC25A18,IARS
SLC39A7,IARS
SLC25A22,IARS
CANX,IARS
CALR,IARS
STAT5B,IARS
RAC1,IARS
GPRC5A,IARS
PRKAB1,IARS
MAPK14,IARS
MAPK8,IARS
GSK3B,IARS
PRKCD,IARS
MAPK1,IARS
EGFR,IARS
CALM1,IARS
P4HA2,IARS
SLC25A10,IARS
PGD,IARS
ARG1,IARS
HDAC5,IARS
AR,IARS
RELA,MARS
AASS,MARS
NDUFS2,MARS
TFPI,MARS
ATIC,MARS
NME2,MARS
SHMT2,MARS
SLC1A3,MARS
HPSE,MARS
LIG3,MARS
ASPH,MARS
ATP5D,MARS
MPG,MARS
MPO,MARS
ALDH3A2,MARS
DLAT,MARS
ALB,MARS
PEBP1,MARS
EIF2AK2,MARS
NFKB1,MARS
TGM1,MARS
AMPD1,MARS
CYP2C8,MARS
PDXK,MARS
NME1,MARS
PRKCI,MARS
PLOD3,MARS
CKB,MARS
NDUFA4,MARS
DLD,MARS
MCCC2,MARS
F8,MARS
MAT2A,MARS
SLC16A1,MARS
AK2,MARS
APRT,MARS
BLVRB,MARS
YARS,MARS
VCAM1,MARS
PNP,MARS
SRM,MARS
NQO1,MARS
TYMS,MARS
DNMT1,MARS
CYCS,MARS
S100A7,MARS
SARS,MARS
APOE,MARS
ITGA4,MARS
PTGES3,MARS
YES1,MARS
TOP2A,MARS
SLC2A1,MARS
NDUFS1,MARS
NDUFS3,MARS
MAP4,MARS
HMGB1,MARS
KRT8,MARS
PSMB1,MARS
PSMB5,MARS
TUBB1,MARS
HSP90B1,MARS
SDHA,MARS
KARS,MARS
HSD17B4,MARS
FASN,MARS
HSPA8,MARS
TUBB,MARS
TUBA4A,MARS
HSP90AA1,MARS
GMPS,MARS
IMPDH2,MARS
IARS,MARS
TOP1,MARS
PARP1,MARS
ANXA1,MARS
ANXA2,MARS
ACAT1,MARS
HSD17B10,MARS
GSTP1,MARS
PPIA,MARS
PRDX1,MARS
PKM,MARS
LDHB,MARS
ALDH1B1,MARS
SLC25A1,MARS
NDUFA5,MARS
DDR1,MARS
NQO2,MARS
IDS,MARS
PDPK1,MARS
HDAC6,MARS
CAMK2G,MARS
PRKCA,MARS
TUBA1A,MARS
TUBG1,MARS
NFKB2,MARS
RXRB,MARS
HDAC1,MARS
HDAC2,MARS
AARS,MARS
VARS,MARS
GART,MARS
PLOD1,MARS
ATP1A2,MARS
CAT,MARS
CPT1A,MARS
ATP1A4,MARS
ALAD,MARS
ATP4A,MARS
ADRBK1,MARS
ADRBK2,MARS
OGDH,MARS
ADK,MARS
SLC7A5,MARS
NOMO1,MARS
ALDH2,MARS
IKBKB,MARS
RRM1,MARS
ATP1A1,MARS
AFG3L2,MARS
SLC1A5,MARS
COX17,MARS
NDUFS7,MARS
ATP1B3,MARS
EPHX1,MARS
HM13,MARS
PGRMC1,MARS
CPT2,MARS
