source,target
SLC1A5,SLC25A10
PCCB,SLC25A10
COX17,SLC25A10
NDUFS7,SLC25A10
ATP1B3,SLC25A10
EPHX1,SLC25A10
HM13,SLC25A10
PGRMC1,SLC25A10
CPT2,SLC25A10
SLC25A18,SLC25A10
SLC39A7,SLC25A10
SLC25A22,SLC25A10
SIGMAR1,SLC25A10
JAK1,SLC25A10
PLA2G4A,SLC25A10
CANX,SLC25A10
PRKAB1,SLC25A10
GSK3B,SLC25A10
CALM1,SLC25A10
ABCA1,SLC25A10
NPC1L1,SLC25A10
TPH1,SLC25A10
CACNA1G,SLC25A10
GABRR1,SLC25A10
ABCB1,SLC25A10
IL1B,SLC25A10
NPR1,SLC25A10
ITGAL,SLC25A10
SUCLG2,SLC25A10
PML,SLC25A10
SUCLG1,SLC25A10
JUN,SLC25A10
PGD,SLC25A10
ARG1,SLC25A10
SLC16A3,SLC25A10
IMPA1,SLC25A10
BDH1,SLC25A10
SORD,PGD
TFPI,PGD
ATIC,PGD
NME2,PGD
ASPH,PGD
ALB,PGD
PEBP1,PGD
ALDH9A1,PGD
NME1,PGD
PRKCI,PGD
CKB,PGD
MAP4,PGD
HMGB1,PGD
PGK1,PGD
PSMB1,PGD
PSMB5,PGD
SDHA,PGD
KARS,PGD
HSD17B4,PGD
HSPA8,PGD
TUBB,PGD
TUBA4A,PGD
HSP90AA1,PGD
IMPDH2,PGD
IARS,PGD
MARS,PGD
TOP1,PGD
ANXA1,PGD
ANXA2,PGD
PRDX1,PGD
PKM,PGD
LDHB,PGD
TGM2,PGD
CDK2,PGD
TUBA1A,PGD
RXRB,PGD
PLOD1,PGD
RRM1,PGD
ATP1A1,PGD
GSTM1,PGD
PKLR,PGD
PLA2G4A,PGD
PRKAB1,PGD
GSK3B,PGD
CALM1,PGD
GUK1,PGD
CALB1,PGD
CKM,PGD
CKMT1A,PGD
SLC5A3,PGD
ABCA1,PGD
NPC1L1,PGD
TPH1,PGD
CACNA1G,PGD
GABRR1,PGD
ABCB1,PGD
IL1B,PGD
NPR1,PGD
ITGAL,PGD
SUCLG2,PGD
PML,PGD
SUCLG1,PGD
JUN,PGD
SLC25A10,PGD
ARG1,PGD
ALDH7A1,PGD
BLMH,ARG1
ALDH4A1,ARG1
ALDH3A2,ARG1
DLAT,ARG1
ALB,ARG1
PEBP1,ARG1
EIF2AK2,ARG1
NFKB1,ARG1
HPRT1,ARG1
TGM1,ARG1
AMPD1,ARG1
PDXK,ARG1
CBS,ARG1
PRKCI,ARG1
PLOD3,ARG1
KCNH2,ARG1
PRKCZ,ARG1
CKB,ARG1
NDUFA4,ARG1
MCCC2,ARG1
HMGB1,ARG1
ASNS,ARG1
PGK1,ARG1
KRT8,ARG1
PSMB1,ARG1
TUBB1,ARG1
HSP90B1,ARG1
SDHA,ARG1
KARS,ARG1
HSD17B4,ARG1
FASN,ARG1
HSPA8,ARG1
TUBB,ARG1
TUBA4A,ARG1
HSP90AA1,ARG1
IMPDH2,ARG1
IARS,ARG1
MARS,ARG1
TOP1,ARG1
ANXA1,ARG1
ANXA2,ARG1
ACAT1,ARG1
HSD17B10,ARG1
GSTP1,ARG1
PPIA,ARG1
PRDX1,ARG1
PKM,ARG1
DDR1,ARG1
NQO2,ARG1
IDS,ARG1
PDPK1,ARG1
APOB,ARG1
MET,ARG1
HDAC6,ARG1
CAMK2G,ARG1
PRKCA,ARG1
HDAC1,ARG1
VARS,ARG1
PLOD1,ARG1
ATP1A2,ARG1
CAT,ARG1
RRM1,ARG1
ESR1,ARG1
CBR1,ARG1
PLA2G4A,ARG1
CANX,ARG1
CALR,ARG1
GPRC5A,ARG1
PRKAB1,ARG1
MAPK14,ARG1
MAPK8,ARG1
GSK3B,ARG1
PRKCD,ARG1
EGFR,ARG1
ABCC5,ARG1
ESR2,ARG1
ABCA1,ARG1
NPC1L1,ARG1
TPH1,ARG1
CACNA1G,ARG1
GABRR1,ARG1
ABCB1,ARG1
IL1B,ARG1
NPR1,ARG1
ITGAL,ARG1
SUCLG2,ARG1
PML,ARG1
SUCLG1,ARG1
JUN,ARG1
SLC25A10,ARG1
PGD,ARG1
HIF1A,ARG1
APOD,ARG1
NOS1,ARG1
GPX1,ABL1
SLC22A3,ABL1
CYP4F2,ABL1
ABL2,ABL1
NEK11,ABL1
LIMK1,ABL1
NTRK1,ABL1
EPHB4,ABL1
TYK2,ABL1
HCK,ABL1
MAPK9,ABL1
JAK2,ABL1
BRAF,ABL1
MAP3K2,ABL1
BTK,ABL1
KIT,ABL1
ATF2,ABL1
FYN,ABL1
SRC,ABL1
FGR,ABL1
EPHA5,ABL1
MAPK15,ABL1
MAPK10,ABL1
FRK,ABL1
PTK6,ABL1
MAPT,ABL1
PDGFRB,ABL1
LCK,ABL1
ERBB2,ABL1
PRKCG,ABL1
ALK,ABL1
LIG3,ABL1
TF,ABL1
PTGES3,ABL1
YES1,ABL1
HMGB1,ABL1
HSPA8,ABL1
TUBB,ABL1
HSP90AA1,ABL1
TOP1,ABL1
PARP1,ABL1
ANXA1,ABL1
ANXA2,ABL1
GSTP1,ABL1
PRDX1,ABL1
PKM,ABL1
LDHB,ABL1
DDR1,ABL1
MET,ABL1
CAMK2G,ABL1
CDK2,ABL1
TUBA1A,ABL1
CSK,ABL1
CAT,ABL1
ESR1,ABL1
PDE4D,ABL1
BCR,ABL1
JAK1,ABL1
MTOR,ABL1
LYN,ABL1
EPHA2,ABL1
MAP2K2,ABL1
RAC1,ABL1
MAPK14,ABL1
MAPK8,ABL1
GSK3B,ABL1
PRKCD,ABL1
MAPK1,ABL1
MAPK3,ABL1
EGFR,ABL1
JUN,ABL1
SERPINE1,ABL1
COL1A1,ABL1
NFS1,ABL1
AR,ABL1
TERT,ABL1
GABBR1,ABL1
HCN2,ABL1
GRIN2D,ABL1
LRP2,ABL1
VLDLR,SERPINE1
TF,SERPINE1
HMGB1,SERPINE1
PSMB1,SERPINE1
TUBB,SERPINE1
HSP90AA1,SERPINE1
ANXA2,SERPINE1
GSTP1,SERPINE1
LDHB,SERPINE1
CDK2,SERPINE1
TUBA1A,SERPINE1
ABL1,SERPINE1
COL1A1,SERPINE1
NOS2,SERPINE1
ELANE,SERPINE1
PLAT,SERPINE1
PLAU,SERPINE1
PLAUR,SERPINE1
THBD,SERPINE1
ORM1,SERPINE1
PLG,SERPINE1
F2,SERPINE1
LRP1,SERPINE1
LRP2,SERPINE1
FYN,COL1A1
DLAT,COL1A1
PLOD3,COL1A1
TF,COL1A1
MMP2,COL1A1
HMGB1,COL1A1
TUBB,COL1A1
HSP90AA1,COL1A1
ANXA1,COL1A1
ANXA2,COL1A1
GSTP1,COL1A1
LDHB,COL1A1
ITGAV,COL1A1
CDK2,COL1A1
TUBA1A,COL1A1
PLOD1,COL1A1
PKLR,COL1A1
ABL1,COL1A1
SERPINE1,COL1A1
LEPRE1,COL1A1
MMP9,COL1A1
VWF,COL1A1
NID1,COL1A1
ACHE,COL1A1
LEPREL1,COL1A1
PRKCG,SCN3A
HSD17B4,SCN3A
HSP90AA1,SCN3A
GSK3B,SCN3A
MAP2,SCN3A
LRP1,SCN3A
LRP2,SCN3A
FYN,MAP2
SRC,MAP2
NME2,MAP2
ALB,MAP2
APOE,MAP2
HSD17B4,MAP2
FASN,MAP2
TUBB,MAP2
HSP90AA1,MAP2
PRDX1,MAP2
LDHB,MAP2
TUBA1A,MAP2
GSK3B,MAP2
POLB,MAP2
SCN3A,MAP2
PPARG,MAP2
FOS,MAP2
GRIN1,MAP2
GRIN2D,MAP2
TUBB1,HTR7
HSPA8,HTR7
TUBB,HTR7
TUBA4A,HTR7
HSP90AA1,HTR7
TUBA1A,HTR7
ADRBK1,HTR7
ADRBK2,HTR7
CALM1,HTR7
NDUFA4,SLC7A9
TGM2,SLC7A9
ALB,SLC16A3
SLC2A1,SLC16A3
NDUFS1,SLC16A3
PARP1,SLC16A3
CPT1A,SLC16A3
ATP1A1,SLC16A3
AFG3L2,SLC16A3
SLC25A10,SLC16A3
IMPA1,SLC16A3
ALB,IMPA1
SLC2A1,IMPA1
NDUFS1,IMPA1
PARP1,IMPA1
CPT1A,IMPA1
ATP1A1,IMPA1
AFG3L2,IMPA1
CALB1,IMPA1
SLC25A10,IMPA1
SLC16A3,IMPA1
MAPK6,HDAC11
MCCC2,HDAC11
HDAC6,HDAC11
CPT1A,HDAC11
PML,HDAC11
BDH1,HDAC11
NDUFA10,HDAC11
CDKN1A,HDAC11
MCCC2,BDH1
HDAC6,BDH1
CPT1A,BDH1
PML,BDH1
SLC25A10,BDH1
HDAC11,BDH1
NDUFA10,BDH1
ABCC2,NDUFA10
NDUFS5,NDUFA10
NDUFB10,NDUFA10
NDUFV3,NDUFA10
NDUFB3,NDUFA10
NDUFC2,NDUFA10
NDUFS8,NDUFA10
NDUFS2,NDUFA10
SHMT2,NDUFA10
ALDH3A2,NDUFA10
NDUFA4,NDUFA10
MCCC2,NDUFA10
SLC16A1,NDUFA10
NDUFS1,NDUFA10
NDUFS3,NDUFA10
HSPA8,NDUFA10
IMPDH2,NDUFA10
NDUFV2,NDUFA10
NDUFA9,NDUFA10
NDUFA5,NDUFA10
CPT1A,NDUFA10
NDUFS7,NDUFA10
PML,NDUFA10
HDAC11,NDUFA10
BDH1,NDUFA10
FAAH,NDUFA10
MME,NDUFA10
ABCC1,S1PR5
FASN,S1PR5
A2M,S1PR5
ALDH3A2,FAAH
SLC16A1,FAAH
HSPA8,FAAH
IMPDH2,FAAH
NDUFA9,FAAH
NDUFA10,FAAH
MME,FAAH
LCK,MME
ALDH3A2,MME
SLC16A1,MME
HSPA8,MME
TUBB,MME
HSP90AA1,MME
IMPDH2,MME
ANXA1,MME
ANXA2,MME
NDUFA9,MME
TUBA1A,MME
LYN,MME
NDUFA10,MME
FAAH,MME
HDAC8,MME
MSRB1,VKORC1
MT1X,VKORC1
EBP,VKORC1
MSMO1,VKORC1
NDUFA4,VKORC1
TF,VKORC1
NDUFS3,VKORC1
FASN,VKORC1
COMT,VKORC1
SLC25A1,VKORC1
HDAC6,VKORC1
RAF1,VKORC1
SERPINA1,VKORC1
C1S,VKORC1
APOA1,VKORC1
APOA2,VKORC1
APOC3,VKORC1
SAT1,VKORC1
FTL,VKORC1
SLC31A2,VKORC1
HSD17B4,CRAT
DHRS4,CRAT
HSD17B4,DHRS4
TUBB,DHRS4
TUBA4A,DHRS4
IMPDH2,DHRS4
TUBA1A,DHRS4
CAT,DHRS4
MAP2K2,DHRS4
CRAT,DHRS4
NDUFS2,HBB
ALB,HBB
F7,HBB
SRM,HBB
NDUFA5,HBB
CDK2,HBB
VARS,HBB
IDH3A,HBB
AKT1,HBB
P4HA2,HBB
SUCLG2,HBB
APOA1,HBB
APOL1,HBB
SAT2,HIF1A
BCL2,HIF1A
RELA,HIF1A
SRC,HIF1A
VEGFA,HIF1A
PTGES3,HIF1A
PGK1,HIF1A
HSPA8,HIF1A
HSP90AA1,HIF1A
PARP1,HIF1A
PKM,HIF1A
HDAC6,HIF1A
HDAC1,HIF1A
HDAC2,HIF1A
ESR1,HIF1A
BCR,HIF1A
MTOR,HIF1A
MAPK1,HIF1A
MAPK3,HIF1A
AKT1,HIF1A
JUN,HIF1A
ARG1,HIF1A
HDAC7,HIF1A
HDAC4,HIF1A
HDAC5,HIF1A
HDAC3,HIF1A
AR,HIF1A
APOD,HIF1A
SAT1,HIF1A
PGK1,TYMP
HSP90AA1,TYMP
PPIA,TYMP
PKM,TYMP
CPS1,TYMP
CA2,TYMP
CKS1B,TYMP
FOLR1,TYMP
PGK1,CA2
PPIA,CA2
PKM,CA2
CPS1,CA2
TYMP,CA2
CKS1B,CA2
FOLR1,CA2
SLC9A1,CA2
MAPK15,CKS1B
PGK1,CKS1B
PSMB1,CKS1B
PSMB5,CKS1B
HSP90AA1,CKS1B
IMPDH2,CKS1B
PPIA,CKS1B
PKM,CKS1B
LDHB,CKS1B
CDK2,CKS1B
CCND1,CKS1B
CPS1,CKS1B
TYMP,CKS1B
CA2,CKS1B
CDKN1A,CKS1B
FOLR1,CKS1B
FYN,ABCG2
PKM,ABCG2
LYN,ABCG2
GPRC5A,ABCG2
FOLR1,ABCG2
PSMB5,ABCB5
PSMB5,KCNQ1
ATP4A,KCNQ1
CALM1,KCNQ1
KCNE1,KCNQ1
KCNQ2,KCNQ1
ALDH1A1,NOS2
ALDH3B1,NOS2
TYK2,NOS2
JAK2,NOS2
SRC,NOS2
NME2,NOS2
ASPH,NOS2
PTGES3,NOS2
KRT8,NOS2
FASN,NOS2
HSP90AA1,NOS2
SLC7A5,NOS2
RAC1,NOS2
MAPK3,NOS2
CALM1,NOS2
SERPINE1,NOS2
GUCY1A2,NOS2
GUCY1B3,NOS2
GUCY1A3,NOS2
GUCY1B2,NOS2
AKR1B10,NOS2
PSMB1,PCK1
FASN,PCK1
CPT1A,PCK1
CALM1,PCK1
CCDC51,CFTR
KCNJ1,CFTR
PRKCE,CFTR
S100A7,CFTR
PTGES3,CFTR
KRT8,CFTR
PSMB1,CFTR
HSPA8,CFTR
HSP90AA1,CFTR
HDAC6,CFTR
PRKCA,CFTR
P4HA1,CFTR
BCR,CFTR
SIGMAR1,CFTR
CANX,CFTR
A2M,CFTR
ABCC4,CFTR
APOA2,CFTR
RYR2,CFTR
CALM1,NT5C2
WARS,NT5C2
SHMT2,GPT2
GMPS,GPT2
NDUFA5,GPT2
CALM1,GPT2
NDUFS8,ABCC3
ALB,ABCC3
CKB,ABCC3
APRT,ABCC3
ANXA2,ABCC3
GSTP1,ABCC3
FYN,NFS1
MAP4,NFS1
ABL1,NFS1
HDAC5,NFS1
SHMT2,WARS
ALDH9A1,WARS
SRM,WARS
ASNS,WARS
PGK1,WARS
GMPS,WARS
AARS,WARS
GART,WARS
CBR1,WARS
IDH3A,WARS
NT5C2,WARS
LTA4H,WARS
ALDH7A1,WARS
SHMT2,LTA4H
ALDH9A1,LTA4H
SRM,LTA4H
SARS,LTA4H
ASNS,LTA4H
PGK1,LTA4H
HSP90B1,LTA4H
HSD17B4,LTA4H
GMPS,LTA4H
GSTO1,LTA4H
ALDH2,LTA4H
CBR1,LTA4H
IDH3A,LTA4H
WARS,LTA4H
HDAC5,LTA4H
ALDH7A1,LTA4H
PRKCI,SLC2A4
PRKCZ,SLC2A4
DLD,SLC2A4
HSP90AA1,SLC2A4
CALM1,SLC2A4
LEPRE1,SLC2A4
CHRNA7,CACNA1S
KRT8,CACNA1S
CALM1,CACNA1S
RYR1,CACNA1S
SUCLA2,SLC30A7
PLOD1,SLC30A7
CKMT1A,SLC30A7
BRAF,HDAC7
MAP3K2,HDAC7
PRKCI,HDAC7
HSPA8,HDAC7
HDAC1,HDAC7
HDAC2,HDAC7
ESR1,HDAC7
RAF1,HDAC7
MAP2K2,HDAC7
PML,HDAC7
HIF1A,HDAC7
MAP2K1,HDAC7
HDAC4,HDAC7
HDAC5,HDAC7
HDAC3,HDAC7
AR,HDAC7
PPARD,HDAC7
EDNRA,HDAC7
NEK11,MAP2K1
LIMK1,MAP2K1
TYK2,MAP2K1
MAPK9,MAP2K1
JAK2,MAP2K1
BRAF,MAP2K1
MAP3K2,MAP2K1
MAPK6,MAP2K1
SRC,MAP2K1
MAPK15,MAP2K1
LCK,MAP2K1
ERBB2,MAP2K1
IL2,MAP2K1
JAK3,MAP2K1
PEBP1,MAP2K1
PRKCI,MAP2K1
PRKCZ,MAP2K1
YES1,MAP2K1
KRT8,MAP2K1
HSPA8,MAP2K1
HSP90AA1,MAP2K1
PKM,MAP2K1
PDPK1,MAP2K1
CAMK2G,MAP2K1
RAF1,MAP2K1
JAK1,MAP2K1
MAPK7,MAP2K1
PLA2G4A,MAP2K1
MAP2K2,MAP2K1
CALR,MAP2K1
CPNE1,MAP2K1
MAPK14,MAP2K1
MAPK8,MAP2K1
GSK3B,MAP2K1
PRKCD,MAP2K1
MAPK1,MAP2K1
MAPK3,MAP2K1
EGFR,MAP2K1
HDAC7,MAP2K1
HDAC4,MAP2K1
HDAC5,MAP2K1
AGTR1,MAP2K1
ATF3,HDAC4
JDP2,HDAC4
BRAF,HDAC4
MAP3K2,HDAC4
ATF2,HDAC4
NFKB1,HDAC4
PRKCI,HDAC4
HSPA8,HDAC4
NFKB2,HDAC4
HDAC1,HDAC4
HDAC2,HDAC4
ESR1,HDAC4
RAF1,HDAC4
CCND1,HDAC4
MAP2K2,HDAC4
GSK3B,HDAC4
MAPK1,HDAC4
MAPK3,HDAC4
HIF1A,HDAC4
HDAC7,HDAC4
MAP2K1,HDAC4
HDAC5,HDAC4
HDAC8,HDAC4
HDAC3,HDAC4
AR,HDAC4
RARA,HDAC4
RXRA,HDAC4
PPARD,HDAC4
CDKN1A,HDAC4
PPARG,HDAC4
ATF7,HDAC4
TNFRSF8,HDAC4
HDAC9,HDAC4
CACNA1A,HDAC4
CACNA1C,HDAC4
NFATC1,HDAC4
NPPB,HDAC4
SIK1,HDAC5
ATF3,HDAC5
JDP2,HDAC5
BRAF,HDAC5
MAP3K2,HDAC5
SHMT2,HDAC5
NFKB1,HDAC5
NME1,HDAC5
CKB,HDAC5
PGK1,HDAC5
TKT,HDAC5
PSMB5,HDAC5
HSP90B1,HDAC5
FASN,HDAC5
TUBB,HDAC5
HSP90AA1,HDAC5
IMPDH2,HDAC5
IARS,HDAC5
MARS,HDAC5
TOP1,HDAC5
PARP1,HDAC5
ACAT1,HDAC5
HSD17B10,HDAC5
PPIA,HDAC5
PKM,HDAC5
SLC25A1,HDAC5
TUBA1A,HDAC5
NFKB2,HDAC5
HDAC1,HDAC5
ADRBK1,HDAC5
ATP1A1,HDAC5
ESR1,HDAC5
RAF1,HDAC5
CCND1,HDAC5
MAP2K2,HDAC5
CANX,HDAC5
PRKAB1,HDAC5
PRKCD,HDAC5
GOT2,HDAC5
CKMT1A,HDAC5
HIF1A,HDAC5
NFS1,HDAC5
LTA4H,HDAC5
HDAC7,HDAC5
MAP2K1,HDAC5
HDAC4,HDAC5
HDAC3,HDAC5
ATF7,HDAC5
TNFRSF8,HDAC5
HDAC9,HDAC5
CACNA1A,HDAC5
NFATC1,HDAC5
MAPK15,LTF
B2M,LTF
MPO,LTF
CKB,LTF
ANXA1,LTF
HDAC2,LTF
CALM1,LTF
ELANE,LTF
MAPK12,LTF
LRP1,LTF
LCN1,LTF
TCN1,LTF
CACNA1H,LTF
SHMT2,ALDH7A1
ALDH9A1,ALDH7A1
CKB,ALDH7A1
SRM,ALDH7A1
SARS,ALDH7A1
ASNS,ALDH7A1
PGK1,ALDH7A1
HSP90B1,ALDH7A1
HSD17B4,ALDH7A1
GMPS,ALDH7A1
PKM,ALDH7A1
LDHB,ALDH7A1
GSTO1,ALDH7A1
ALDH2,ALDH7A1
AFG3L2,ALDH7A1
SLC1A5,ALDH7A1
CBR1,ALDH7A1
IDH3A,ALDH7A1
PGD,ALDH7A1
WARS,ALDH7A1
LTA4H,ALDH7A1
HDAC1,RBP1
HDAC2,RBP1
AKT1,RBP1
LRP2,RBP1
RBP3,RBP1
PRDX1,ADH5
HDAC1,ADH5
HDAC2,ADH5
ATF3,HDAC10
JDP2,HDAC10
HSPA8,HDAC10
HDAC2,HDAC10
P4HA1,HDAC10
HDAC3,HDAC10
HSP90AA1,HDAC8
MME,HDAC8
HDAC4,HDAC8
PPARG,HDAC8
TNF,HDAC3
ATF3,HDAC3
RELA,HDAC3
NOS3,HDAC3
MAPK6,HDAC3
SRC,HDAC3
B2M,HDAC3
NFKB1,HDAC3
DNMT1,HDAC3
HSPA8,HDAC3
PARP1,HDAC3
PKM,HDAC3
TUBA1A,HDAC3
HDAC1,HDAC3
HDAC2,HDAC3
TOP2B,HDAC3
ESR1,HDAC3
CCND1,HDAC3
MAPK14,HDAC3
AKT1,HDAC3
PML,HDAC3
JUN,HDAC3
HIF1A,HDAC3
HDAC7,HDAC3
HDAC4,HDAC3
HDAC5,HDAC3
HDAC10,HDAC3
MAPK11,HDAC3
AR,HDAC3
RARA,HDAC3
RXRA,HDAC3
THRA,HDAC3
THRB,HDAC3
PPARD,HDAC3
PPARG,HDAC3
HDAC9,HDAC3
SLC1A2,HDAC3
NFATC1,HDAC3
CXCL12,ELANE
TFPI,ELANE
MPO,ELANE
CKB,ELANE
YARS,ELANE
VCAM1,ELANE
ANXA1,ELANE
SERPINE1,ELANE
LTF,ELANE
SERPINA1,ELANE
PLAUR,ELANE
F5,ELANE
LPA,ELANE
F2R,ELANE
LRP1,ELANE
NID1,ELANE
ATF6,MAPK11
CHRNA7,MAPK11
BCL2,MAPK11
RELA,MAPK11
IFNG,MAPK11
HCK,MAPK11
JAK2,MAPK11
ATF2,MAPK11
FYN,MAPK11
SRC,MAPK11
FGR,MAPK11
MAPT,MAPK11
KDR,MAPK11
VEGFA,MAPK11
LCK,MAPK11
PRKCE,MAPK11
IL2,MAPK11
JAK3,MAPK11
NFKB1,MAPK11
YES1,MAPK11
KRT8,MAPK11
VARS,MAPK11
ESR1,MAPK11
JAK1,MAPK11
LYN,MAPK11
CCND1,MAPK11
PLA2G4A,MAPK11
RAC1,MAPK11
MAPK14,MAPK11
EGFR,MAPK11
ESR2,MAPK11
PML,MAPK11
JUN,MAPK11
HDAC3,MAPK11
NR3C1,MAPK11
FOS,MAPK11
SLC9A1,MAPK11
CHRNA7,MAPK12
IFNG,MAPK12
JAK2,MAPK12
ATF2,MAPK12
MAPK15,MAPK12
MAPT,MAPK12
B2M,MAPK12
HMGB1,MAPK12
PKM,MAPK12
JAK1,MAPK12
CCND1,MAPK12
PLA2G4A,MAPK12
MAPK1,MAPK12
MAPK3,MAPK12
JUN,MAPK12
LTF,MAPK12
FOS,MAPK12
CACNA1H,MAPK12
RELA,AHR
SRC,AHR
PTGES3,AHR
HSP90AA1,AHR
PRKCA,AHR
ESR1,AHR
AR,AHR
NR0B1,AR
CASP1,AR
DDC,AR
RELA,AR
POU2F2,AR
POU5F1,AR
ABL2,AR
HCK,AR
BTK,AR
ATF2,AR
SRC,AR
FGR,AR
PTK6,AR
LCK,AR
NISCH,AR
NFKB1,AR
PTGES3,AR
YES1,AR
HMGB1,AR
HSP90AA1,AR
IARS,AR
TOP1,AR
PARP1,AR
PRDX1,AR
PRKCB,AR
PRKCA,AR
HDAC1,AR
HDAC2,AR
ESR1,AR
RAF1,AR
LYN,AR
CCND1,AR
CALR,AR
MAPK14,AR
MAPK8,AR
GSK3B,AR
MAPK1,AR
MAPK3,AR
EGFR,AR
CALM1,AR
AKT1,AR
CASP3,AR
POU2F1,AR
JUN,AR
ABL1,AR
HIF1A,AR
HDAC7,AR
HDAC4,AR
HDAC3,AR
AHR,AR
NR3C1,AR
NR3C2,AR
ALDH5A1,NR3C1
NR0B1,NR3C1
FTH1,NR3C1
RELA,NR3C1
POU2F2,NR3C1
ADA,NR3C1
MAPK9,NR3C1
FYN,NR3C1
SRC,NR3C1
MAPK15,NR3C1
MAPK10,NR3C1
LCK,NR3C1
NTRK2,NR3C1
NFKB1,NR3C1
PTGES3,NR3C1
HMGB1,NR3C1
HSP90AA1,NR3C1
HDAC6,NR3C1
TUBA1A,NR3C1
NFKB2,NR3C1
RXRB,NR3C1
HDAC1,NR3C1
HDAC2,NR3C1
CHUK,NR3C1
RAF1,NR3C1
CALR,NR3C1
STAT5B,NR3C1
MAPK14,NR3C1
MAPK8,NR3C1
GSK3B,NR3C1
MAPK1,NR3C1
MAPK3,NR3C1
CALM1,NR3C1
AKT1,NR3C1
POU2F1,NR3C1
PML,NR3C1
JUN,NR3C1
MAPK11,NR3C1
AR,NR3C1
RARA,NR3C1
NR3C2,NR3C1
PPARG,NR3C1
FOS,NR3C1
NR0B1,PGR
JDP2,PGR
RELA,PGR
POU2F2,PGR
SRC,PGR
FGFR2,PGR
HMGB1,PGR
HSP90AA1,PGR
PARP1,PGR
CDK2,PGR
ESR1,PGR
STAT5B,PGR
MAPK1,PGR
MAPK3,PGR
POU2F1,PGR
RXRG,RARA
MAPK6,RARA
SRC,RARA
PRKCG,RARA
PARP1,RARA
PRKCA,RARA
RXRB,RARA
HDAC1,RARA
HDAC2,RARA
TOP2B,RARA
ESR1,RARA
STAT5B,RARA
MAPK14,RARA
MAPK8,RARA
PRKCD,RARA
MAPK1,RARA
MAPK3,RARA
AKT1,RARA
POU2F1,RARA
PML,RARA
HDAC4,RARA
HDAC3,RARA
NR3C1,RARA
RXRA,RARA
THRB,RARA
RARB,RARA
RARG,RARA
PPARA,RXRA
RELA,RXRA
POU2F2,RXRA
MAPK9,RXRA
SRC,RXRA
PRKCG,RXRA
MPG,RXRA
DLAT,RXRA
NFKB1,RXRA
DLD,RXRA
PARP1,RXRA
PKM,RXRA
TK1,RXRA
CAMK2G,RXRA
PRKCA,RXRA
CDK2,RXRA
ESR1,RXRA
MAPK7,RXRA
MAPK8,RXRA
GSK3B,RXRA
MAPK1,RXRA
MAPK3,RXRA
AKT1,RXRA
POU2F1,RXRA
ESR2,RXRA
PML,RXRA
HDAC4,RXRA
HDAC3,RXRA
RARA,RXRA
THRA,RXRA
THRB,RXRA
NR1I2,RXRA
NR1I3,RXRA
PPARD,RXRA
NR3C2,RXRA
RARB,RXRA
RARG,RXRA
PPARG,RXRA
GRIN1,RXRA
GRIN2D,RXRA
GRIN2A,RXRA
GRIN2C,RXRA
GRIN2B,RXRA
RXRG,THRA
SEPP1,THRA
SRC,THRA
LIG3,THRA
PTGES3,THRA
PARP1,THRA
PKM,THRA
RXRB,THRA
HDAC2,THRA
ESR1,THRA
CCND1,THRA
POU2F1,THRA
PML,THRA
HDAC3,THRA
RXRA,THRA
PCSK2,THRA
TXNRD1,THRA
SLC16A2,THRA
RXRG,THRB
ATF2,THRB
SRC,THRB
LIG3,THRB
MPG,THRB
PARP1,THRB
RXRB,THRB
HDAC1,THRB
HDAC2,THRB
ESR1,THRB
CCND1,THRB
MAPK1,THRB
MAPK3,THRB
HDAC3,THRB
RARA,THRB
RXRA,THRB
PPARGC1B,THRB
NR0B1,ESRRG
EBP,ESRRG
SRC,ESRRG
CALM1,ESRRG
PPARGC1B,ESRRG
RXRG,NR1I2
SRC,NR1I2
FGR,NR1I2
HSP90AA1,NR1I2
CDK2,NR1I2
RXRB,NR1I2
MAPK7,NR1I2
RXRA,NR1I2
FTH1,NR1I3
SRC,NR1I3
MAP4,NR1I3
HSP90AA1,NR1I3
PRKCA,NR1I3
RXRA,NR1I3
RXRG,PPARD
GLUL,PPARD
RELA,PPARD
SRC,PPARD
SHMT2,PPARD
DLAT,PPARD
PEBP1,PPARD
DLD,PPARD
HSP90AA1,PPARD
RXRB,PPARD
HDAC1,PPARD
HDAC2,PPARD
HDAC7,PPARD
HDAC4,PPARD
HDAC3,PPARD
RXRA,PPARD
SRC,NR3C2
PTGES3,NR3C2
HSP90AA1,NR3C2
AR,NR3C2
NR3C1,NR3C2
RXRA,NR3C2
RXRG,RARB
SRC,RARB
RXRB,RARB
MAPK14,RARB
MAPK1,RARB
MAPK3,RARB
AKT1,RARB
RARA,RARB
RXRA,RARB
RARG,RARB
RXRG,RARG
SPHK1,RARG
SRC,RARG
RXRB,RARG
MAPK14,RARG
MAPK1,RARG
MAPK3,RARG
AKT1,RARG
RARA,RARG
RXRA,RARG
RARB,RARG
ALAS1,CDKN1A
HPD,CDKN1A
MAPK15,CDKN1A
HSPA8,CDKN1A
TUBB,CDKN1A
HSP90AA1,CDKN1A
IMPDH2,CDKN1A
TOP1,CDKN1A
PARP1,CDKN1A
PKM,CDKN1A
TK1,CDKN1A
HDAC6,CDKN1A
PRKCA,CDKN1A
CDK2,CDKN1A
TUBA1A,CDKN1A
HDAC1,CDKN1A
HDAC2,CDKN1A
ESR1,CDKN1A
CCND1,CDKN1A
MAPK14,CDKN1A
MAPK8,CDKN1A
