,Drug IDs,NCBI_ID
4960,11689,4914
4961,11740,4914
4962,12588,4914
4963,12848,4914
4964,317,11200
4965,1254,11200
4966,1259,11200
4967,5220,11200
4968,5294,11200
4969,8865,11200
4970,8916,11200
4971,11663,11200
4972,11689,11200
4973,12008,11200
4974,12242,11200
4975,317,10298
4976,1254,10298
4977,1259,10298
4978,5220,10298
4979,5294,10298
4980,8865,10298
4981,8916,10298
4982,9073,10298
4983,11663,10298
4984,11689,10298
4985,11740,10298
4986,12242,10298
4987,12588,10298
4988,12848,10298
4989,317,9113
4990,1254,9113
4991,1259,9113
4992,5294,9113
4993,8865,9113
4994,8916,9113
4995,11663,9113
4996,11689,9113
4997,12218,9113
4998,317,9448
4999,1254,9448
5000,1259,9448
5001,5220,9448
5002,5294,9448
5003,8865,9448
5004,8916,9448
5005,9073,9448
5006,11663,9448
5007,11689,9448
5008,11740,9448
5009,11805,9448
5010,12242,9448
5011,12848,9448
5012,317,9943
5013,1254,9943
5014,1259,9943
5015,5294,9943
5016,8865,9943
5017,8916,9943
5018,11663,9943
5019,11689,9943
5020,317,9064
5021,1254,9064
5022,1259,9064
5023,5294,9064
5024,8865,9064
5025,8916,9064
5026,11663,9064
5027,11689,9064
5028,317,5218
5029,1254,5218
5030,1259,5218
5031,5294,5218
5032,8865,5218
5033,8916,5218
5034,11663,5218
5035,11689,5218
5036,317,23683
5037,1254,23683
5038,1259,23683
5039,5220,23683
5040,5294,23683
5041,8865,23683
5042,8916,23683
5043,9073,23683
5044,11663,23683
5045,11689,23683
5046,11740,23683
5047,12218,23683
5048,12242,23683
5049,12848,23683
5050,317,6793
5051,1254,6793
5052,1259,6793
5053,5294,6793
5054,8865,6793
5055,8916,6793
5056,11663,6793
5057,11689,6793
5058,11805,6793
5059,12242,6793
5060,12588,6793
5061,317,9262
5062,1254,9262
5063,1259,9262
5064,5294,9262
5065,8865,9262
5066,8916,9262
5067,11663,9262
5068,11689,9262
5069,317,6792
5070,1254,6792
5071,1259,6792
5072,5294,6792
5073,8865,6792
5074,8916,6792
5075,11663,6792
5076,11689,6792
5077,317,5063
5078,1254,5063
5079,1259,5063
5080,5294,5063
5081,8865,5063
5082,8916,5063
5083,11663,5063
5084,11689,5063
5085,317,5288
5086,1254,5288
5087,1259,5288
5088,5294,5288
5089,8865,5288
5090,8916,5288
5091,11663,5288
5092,11689,5288
5093,317,8576
5094,1254,8576
5095,1259,8576
5096,5294,8576
5097,8865,8576
5098,8916,8576
5099,9073,8576
5100,11663,8576
5101,11689,8576
5102,317,8986
5103,1254,8986
5104,1259,8986
5105,5294,8986
5106,8865,8986
5107,8916,8986
5108,11663,8986
5109,11689,8986
5110,12218,8986
5111,12242,8986
5112,317,9252
5113,1254,9252
5114,1259,9252
5115,5294,9252
5116,8865,9252
5117,8916,9252
5118,11663,9252
5119,11689,9252
5120,12218,9252
5121,317,2081
5122,1254,2081
5123,1259,2081
5124,5294,2081
5125,8865,2081
5126,8916,2081
5127,11663,2081
5128,11689,2081
5129,317,8408
5130,1254,8408
5131,1259,8408
5132,5294,8408
5133,8865,8408
5134,8916,8408
5135,11663,8408
5136,11689,8408
5137,12242,8408
5138,317,9475
5139,1254,9475
5140,1259,9475
5141,5220,9475
5142,5294,9475
5143,8865,9475
5144,8916,9475
5145,9073,9475
5146,11663,9475
5147,11689,9475
5148,12218,9475
5149,317,3717
5150,1254,3717
5151,1259,3717
5152,5220,3717
5153,5294,3717
5154,8865,3717
5155,8916,3717
5156,9073,3717
5157,11663,3717
5158,11689,3717
5159,11740,3717
5160,12242,3717
5161,12588,3717
5162,12848,3717
5163,317,23396
5164,1254,23396
5165,1259,23396
5166,5294,23396
5167,8865,23396
5168,8916,23396
5169,11663,23396
5170,11689,23396
5171,317,9891
5172,1254,9891
5173,1259,9891
5174,5294,9891
5175,8865,9891
5176,8916,9891
5177,9073,9891
5178,11663,9891
5179,11689,9891
5180,12008,9891
5181,317,8444
5182,1254,8444
5183,1259,8444
5184,5220,8444
5185,5294,8444
5186,317,6885
5187,1254,6885
5188,1259,6885
5189,5294,6885
5190,8865,6885
5191,8916,6885
5192,11663,6885
5193,11689,6885
5194,317,1613
5195,1254,1613
5196,1259,1613
5197,5220,1613
5198,5294,1613
5199,8865,1613
5200,8916,1613
5201,9073,1613
5202,11663,1613
5203,11689,1613
5204,11740,1613
5205,12848,1613
5206,317,9175
5207,1254,9175
5208,1259,9175
5209,5294,9175
5210,8865,9175
5211,8916,9175
5212,9073,9175
5213,11663,9175
5214,11689,9175
5215,317,5170
5216,1254,5170
5217,1259,5170
5218,5220,5170
5219,5294,5170
5220,8865,5170
5221,8916,5170
5222,11663,5170
5223,11689,5170
5224,11805,5170
5225,317,5603
5226,1254,5603
5227,1259,5603
5228,5220,5603
5229,5294,5603
5230,8865,5603
5231,8916,5603
5232,11663,5603
5233,11689,5603
5234,317,2051
5235,1254,2051
5236,1259,2051
5237,5294,2051
5238,8865,2051
5239,8916,2051
5240,11663,2051
5241,11689,2051
5242,11740,2051
5243,11805,2051
5244,317,4593
5245,1254,4593
5246,1259,4593
5247,5294,4593
5248,8865,4593
5249,8916,4593
5250,11663,4593
5251,11689,4593
5252,317,1147
5253,1254,1147
5254,1259,1147
5255,5294,1147
5256,8865,1147
5257,8916,1147
5258,11663,1147
5259,11689,1147
5260,317,9201
5261,1254,9201
5262,1259,9201
5263,5220,9201
5264,5294,9201
5265,8865,9201
5266,8916,9201
5267,11663,9201
5268,11689,9201
5269,317,2580
5270,1254,2580
5271,1259,2580
5272,5294,2580
5273,8865,2580
5274,8916,2580
5275,11663,2580
5276,11689,2580
5277,11740,2580
5278,11805,2580
5279,12015,2580
5280,12183,2580
5281,12242,2580
5282,317,8573
5283,1254,8573
5284,1259,8573
5285,5294,8573
5286,8865,8573
5287,8916,8573
5288,11663,8573
5289,11689,8573
5290,317,5609
5291,1254,5609
5292,1259,5609
5293,5294,5609
5294,8865,5609
5295,8916,5609
5296,11663,5609
5297,11689,5609
5298,317,8780
5299,1254,8780
5300,1259,8780
5301,5294,8780
5302,8865,8780
5303,8916,8780
5304,11663,8780
5305,11689,8780
5306,317,11113
5307,1254,11113
5308,1259,11113
5309,5294,11113
5310,8865,11113
5311,8916,11113
5312,11663,11113
5313,11689,11113
5314,317,5287
5315,1254,5287
5316,1259,5287
5317,5294,5287
5318,8865,5287
5319,8916,5287
5320,11663,5287
5321,11689,5287
5322,12108,5287
5323,12183,5287
5324,317,10494
5325,1254,10494
5326,1259,10494
5327,5294,10494
5328,8865,10494
5329,8916,10494
5330,11663,10494
5331,11689,10494
5332,317,10733
5333,1254,10733
5334,1259,10733
5335,5220,10733
5336,5294,10733
5337,8865,10733
5338,8916,10733
5339,11663,10733
5340,11689,10733
5341,12242,10733
5342,12588,10733
5343,317,29904
5344,1254,29904
5345,1259,29904
5346,317,8317
5347,1254,8317
5348,1259,8317
5349,5220,8317
5350,317,658
5351,1254,658
5352,1259,658
5353,5294,658
5354,8865,658
5355,8916,658
5356,11663,658
5357,11689,658
5358,11805,658
5359,11581,4170
5360,1229,598
5361,11581,598
5362,9074,80351
5363,441,23411
5364,441,3094
5365,9073,5305
5366,11663,4835
5367,12048,4835
5368,1254,5579
5369,8916,5579
5370,12218,5579
5371,5220,2885
5372,5294,2885
5373,8865,2885
5374,8916,2885
5375,11740,2885
5376,11805,2885
5377,12242,2885
5378,5294,613
5379,8865,613
5380,11740,613
5381,11805,613
5382,12242,613
5383,5294,3636
5384,11740,3636
5385,11805,3636
5386,12242,3636
5387,773,8202
5388,773,8648
5389,5220,1460
5390,9073,1460
5391,11663,1460
5392,11740,1460
5393,12242,1460
5394,12588,1460
5395,1229,10381
5396,1254,5564
5397,12218,5564
5398,12242,5564
5399,1254,4485
5400,12218,5571
5401,12242,5571
5402,12848,5143
5403,11663,5286
5404,12108,5286
5405,9073,904
5406,5220,3301
5407,12588,92335
5408,8916,898
5409,12588,6776
5410,11663,5289
5411,11666,5289
5412,12015,5289
5413,12108,5289
5414,9074,8658
5415,12015,5568
5416,8865,54998
5417,9073,9439
5418,9074,57097
5419,9074,64761
5420,9074,79668
5421,9074,25976
5422,9074,84875
5423,9074,56965
5424,AZD3463,238
5425,AZD3463,3480
5426,AZD3463,3482
5427,86661883,596
5428,86661883,598
5429,118502708,472
5430,126689157,472
5431,54761306,545
5432,16007391,9212
5433,118693659,23476
5434,44199317,142
5435,135151360,5591
5436,24866313,5595
5437,46893585,367
5438,60750,5619
5439,60750,7298
5440,60750,51727
5441,58423153,5292
5442,AZ13409007,207
5443,AZ13409007,6446
5444,AZ13036220,5290
5445,AZ13406193,5290
5446,AZ12849707,596
5447,AZ13453202,598
5448,AZ12879988,1147
5449,AZ12879988,3551
5450,AZ-3202,598
5451,AZ13233395,6850
5452,AZ12618466,472
5453,AZ13135223,545
5454,AZ13242274,545
5455,AZ12594248,5591
5456,AZ12623380,7153
5457,AZ12623380,5591
5458,AZ13041521,5747
5459,AZ13257149,5747
5460,AZ12799043,673
5461,MEK_GSK,5604
5462,MEK_GSK,5605
5463,AZ13590091,2194
5464,AZD7032,3480
5465,AZD7032,3482
5466,IGF-OSI,3480
5467,IGF-OSI,3482
5468,AZ13088546,3480
5469,AZ13088546,3482
5470,AZ13146895,1457
5471,AZ13250285,1457
5472,AZ12783146,7272
5473,MK-2206,207
5474,MK-2206,208
5475,MK-2206,1111
5476,AZD4573,1025
5477,AZD4573,4170
5478,AZD4573,597
5479,AZD4573,4609
5480,AZD5991,4170
